interaction_id,user_type,mouse_speed_mean,mouse_speed_stddev,click_frequency,click_interval_mean,click_interval_stddev,scroll_speed_mean,scroll_speed_stddev,typing_speed_mean,typing_speed_stddev,session_duration,activity_gap_mean,activity_gap_stddev
16,0,1.6353751516626707,1.0,10,0.5994580874602464,0.2,1.0505246754814264,0.5,0.4753518426869404,0.1,300,0.6805891168299334,0.3
17,0,2.3199872347897332,1.0,10,0.44350383803544374,0.2,1.7032551568208902,0.5,0.5136477956727856,0.1,300,0.7707100519894858,0.3
18,1,1.4930168307601464,0.1,15,0.16656114766446184,0.05,0.9530049499371597,0.1,0.9943465927165659,0.01,300,0.11812781582401648,0.01
19,0,2.4702104795935798,1.0,10,0.6470124011945336,0.2,1.5213709660522488,0.5,0.6456395415172074,0.1,300,1.071362619061107,0.3
20,0,2.1116881360098785,1.0,10,0.3858951521049248,0.2,1.4548078526462345,0.5,0.48756629937692153,0.1,300,1.0635218190287885,0.3
21,0,3.0374909875726495,1.0,10,0.7801926810619644,0.2,1.305125099171225,0.5,0.519014158669748,0.1,300,1.360535898320545,0.3
22,0,0.5036758756448436,1.0,10,0.6489887249730261,0.2,1.0487581485584536,0.5,0.7263821206451138,0.1,300,0.5716161899264102,0.3
23,1,1.512024945314282,0.1,15,0.15471208524596763,0.05,1.0137110731835814,0.1,0.9954463959849641,0.01,300,0.11542894523833205,0.01
24,1,1.6144545200496505,0.1,15,0.26697373149385467,0.05,1.1103390958320314,0.1,0.9921638361552639,0.01,300,0.08992701675702819,0.01
25,0,1.61149609041991,1.0,10,0.23097491388556196,0.2,1.9483981028359303,0.5,0.5337758031833525,0.1,300,0.7790804665205229,0.3
26,0,-0.2731574890995887,1.0,10,0.7651071612358273,0.2,1.3255536700111674,0.5,0.46669367799895406,0.1,300,1.0068936486976736,0.3
27,1,1.55488172526737,0.1,15,0.14108156520165932,0.05,0.9384598783862141,0.1,0.9936816205979276,0.01,300,0.07872209456667602,0.01
28,1,1.3548813582110504,0.1,15,0.2945997617043266,0.05,0.9713984903452297,0.1,1.0207984882260093,0.01,300,0.1004850678457926,0.01
29,1,1.5591418923853373,0.1,15,0.15174325617159412,0.05,0.8974388991145579,0.1,0.9911281264443863,0.01,300,0.10216547741976523,0.01
30,1,1.6008390473568581,0.1,15,0.20656570762593743,0.05,0.7435615784787546,0.1,0.9901143731156177,0.01,300,0.10854429357528143,0.01
31,0,3.7050351288709162,1.0,10,0.5158441442668689,0.2,0.9703216635700349,0.5,0.5129907332242161,0.1,300,0.4738006947721017,0.3
32,1,1.5517560672288568,0.1,15,0.2046138300828691,0.05,1.0960020576297553,0.1,0.9937915701026523,0.01,300,0.09880527417491945,0.01
33,0,1.3437471354564745,1.0,10,0.6519358455449995,0.2,1.2522443718025207,0.5,0.6307420643851457,0.1,300,0.7831558566686847,0.3
34,1,1.6560631895727054,0.1,15,0.2594790414834934,0.05,1.1266028212773482,0.1,0.9874526574350694,0.01,300,0.07830932385051499,0.01
35,0,2.695590604335325,1.0,10,0.7036458690123422,0.2,1.286699041336161,0.5,0.5794263669636492,0.1,300,0.29077213932492274,0.3
36,0,3.0616488108786557,1.0,10,0.4412369291735993,0.2,1.0064316516599514,0.5,0.5813543680352447,0.1,300,0.4190704383886471,0.3
37,0,2.456435900258694,1.0,10,0.6192708713852861,0.2,2.5467069192430585,0.5,0.6754404274947514,0.1,300,0.5763987626227941,0.3
38,1,1.4639214944194536,0.1,15,0.22493651438295068,0.05,0.9432676319759277,0.1,1.0132426960147574,0.01,300,0.09897284879735108,0.01
39,1,1.6317991273819676,0.1,15,0.19938142407899143,0.05,1.1126071650920175,0.1,0.9959088329589805,0.01,300,0.08571878010618372,0.01
40,0,1.2516185677653007,1.0,10,0.5063541905260501,0.2,0.7489810851564912,0.5,0.432637849955855,0.1,300,0.921582485175168,0.3
41,0,-0.21193060388262985,1.0,10,1.0350622811243646,0.2,2.0019725516878775,0.5,0.46212063013729554,0.1,300,1.108961635384154,0.3
42,1,1.448094590615141,0.1,15,0.24561871933410953,0.05,1.0512862049037073,0.1,1.0180677491481267,0.01,300,0.10162213377827585,0.01
43,1,1.691037225018368,0.1,15,0.2861239143290813,0.05,0.9969214783373448,0.1,0.9932832015007682,0.01,300,0.08656162889195335,0.01
44,1,1.476370813441236,0.1,15,0.20167325174689482,0.05,1.1917912582473498,0.1,1.0030822571261302,0.01,300,0.09921496759617651,0.01
45,1,1.592787720257252,0.1,15,0.17645767590330172,0.05,1.0186586497783727,0.1,0.9874098839971212,0.01,300,0.10498021103227519,0.01
46,0,4.1519177730386545,1.0,10,0.566208067636426,0.2,1.6956752085454245,0.5,0.3181844495204691,0.1,300,0.6801599840807201,0.3
47,0,2.825671081554515,1.0,10,0.48452270829021654,0.2,2.1758911360741364,0.5,0.453463371656071,0.1,300,1.0231461098757948,0.3
48,0,2.9180875687592045,1.0,10,0.6235417506541561,0.2,1.6291086368253263,0.5,0.4800451458604478,0.1,300,0.6536293577998795,0.3
49,0,-0.8705661110003851,1.0,10,0.7183563135711428,0.2,1.9968160091821159,0.5,0.5961420830621308,0.1,300,0.9299148859544164,0.3
50,1,1.5521215078396404,0.1,15,0.19054627823226009,0.05,1.0705146157357504,0.1,1.003988354179386,0.01,300,0.09780923395306197,0.01
51,0,2.8481672049977753,1.0,10,0.9609018430640965,0.2,1.0684022186377264,0.5,0.3012705808549232,0.1,300,0.5126330446538802,0.3
52,0,0.6051212534446135,1.0,10,0.3948041192029826,0.2,2.0290512090236117,0.5,0.3868210508860723,0.1,300,0.6699815629172776,0.3
53,1,1.5376774905516781,0.1,15,0.2888966432099156,0.05,0.9481567898572301,0.1,0.9878317937796506,0.01,300,0.10293130792385807,0.01
54,0,1.6924845386794583,1.0,10,0.10005331047048971,0.2,1.3397012009836016,0.5,0.4843443516008913,0.1,300,1.00552019312167,0.3
55,1,1.4552389404707593,0.1,15,0.2798549072982269,0.05,0.7675178121270985,0.1,1.0072163763721016,0.01,300,0.10953574084796132,0.01
56,0,2.3535235639931873,1.0,10,0.43158853684153586,0.2,1.5701404776800822,0.5,0.3688544656453877,0.1,300,1.286341213375707,0.3
57,0,3.147828261101379,1.0,10,0.23463941515447834,0.2,1.6659926848628404,0.5,0.43030603001588574,0.1,300,0.7710822011816085,0.3
58,0,2.952141604057896,1.0,10,0.6523399052053522,0.2,1.119258758878908,0.5,0.5970355566157396,0.1,300,0.939400526649331,0.3
59,1,1.2964858839198339,0.1,15,0.19954002342808683,0.05,1.0091129354970194,0.1,0.9856974833654767,0.01,300,0.09962830712655492,0.01
60,0,1.9064366541587272,1.0,10,0.5439015742157756,0.2,1.286665201251108,0.5,0.5140152784230143,0.1,300,0.8292115729392178,0.3
61,0,2.190432003503912,1.0,10,0.8053761568707007,0.2,2.401406404502815,0.5,0.5376741450580527,0.1,300,0.8207960017784364,0.3
62,0,3.0588804918813883,1.0,10,0.5437729003098913,0.2,1.6879435350379555,0.5,0.4590034098246896,0.1,300,0.7841125572642828,0.3
63,0,2.687917883637497,1.0,10,0.6648087241190451,0.2,1.7055467348653506,0.5,0.4588863425869289,0.1,300,0.8042443681539018,0.3
64,0,2.3588266460499248,1.0,10,0.5082243434276933,0.2,1.9801409705255653,0.5,0.31311594564175205,0.1,300,0.8225793074649996,0.3
65,1,1.5530843025507037,0.1,15,0.21113922320609954,0.05,0.9615523666178927,0.1,1.0124545978523802,0.01,300,0.06480372725648222,0.01
66,0,1.2156452390028698,1.0,10,0.3740425840657857,0.2,0.2963421856160833,0.5,0.4657675401294027,0.1,300,0.4308203990924012,0.3
67,0,3.2246735694866606,1.0,10,0.8174180921347318,0.2,1.610602527481776,0.5,0.4445064183895845,0.1,300,0.4102692833684779,0.3
68,1,1.4966240745138604,0.1,15,0.17463840652585036,0.05,0.9602540967360588,0.1,1.0019961858095623,0.01,300,0.11768279379336531,0.01
69,1,1.5702363743945593,0.1,15,0.22942128783977414,0.05,1.000025711478441,0.1,1.0055650976640385,0.01,300,0.10376967976316356,0.01
70,0,4.278066840783477,1.0,10,0.3462371000259591,0.2,2.024239032904728,0.5,0.7106788038681355,0.1,300,0.5586271892192156,0.3
71,1,1.3884492958746315,0.1,15,0.18545011269146347,0.05,0.8652571091331182,0.1,1.0021818374914426,0.01,300,0.11456587771083197,0.01
72,1,1.4103359174043941,0.1,15,0.2472186915425162,0.05,1.0092725648779115,0.1,0.9954296990355019,0.01,300,0.09631790746984166,0.01
73,1,1.4494284511872082,0.1,15,0.18373702158292338,0.05,1.105330930915211,0.1,0.9924114058497581,0.01,300,0.07076989734233231,0.01
74,0,0.40663667923440316,1.0,10,0.3991493574769179,0.2,1.4878731621100276,0.5,0.652140001713243,0.1,300,1.2424461218548137,0.3
75,1,1.4714655391911609,0.1,15,0.32965360987452674,0.05,0.8516189459255072,0.1,1.0112825029234598,0.01,300,0.08991908048381321,0.01
76,1,1.6800220781081665,0.1,15,0.28694771658532425,0.05,1.1639664184183367,0.1,1.0046974891705414,0.01,300,0.09149434742074018,0.01
77,1,1.4323052759080805,0.1,15,0.2237108308085997,0.05,1.0975973202670597,0.1,1.0000506719676432,0.01,300,0.09945443168605317,0.01
78,1,1.4181267482426474,0.1,15,0.22604104761834487,0.05,1.0148471231541794,0.1,1.0003594386017485,0.01,300,0.0972100744575964,0.01
79,1,1.3452495020896797,0.1,15,0.10685874775138432,0.05,0.8347622333415414,0.1,0.9994849074290404,0.01,300,0.09509706854916385,0.01
80,0,2.1051314998409545,1.0,10,0.6130609649203352,0.2,2.2027067186941354,0.5,0.4387750764398394,0.1,300,0.6413987470821588,0.3
81,1,1.5181749753975602,0.1,15,0.21785089603499475,0.05,0.9237127296583004,0.1,1.0088332996101856,0.01,300,0.11779308315983565,0.01
82,0,0.04864823864708301,1.0,10,0.35943576307624026,0.2,1.1514716482449636,0.5,0.36065728713490686,0.1,300,0.2990588266898656,0.3
83,1,1.4250832698846583,0.1,15,0.2272185214184918,0.05,0.9195244750849104,0.1,1.0099438715470777,0.01,300,0.08920860431655184,0.01
84,1,1.3590824901168213,0.1,15,0.22749434296075766,0.05,1.070952931600626,0.1,1.0050915275086074,0.01,300,0.10447232545290774,0.01
85,0,1.713691123602111,1.0,10,0.4322731795937578,0.2,1.512104328140878,0.5,0.5712868722470892,0.1,300,0.8058791292899574,0.3
86,1,1.5482499392545719,0.1,15,0.2194523111585831,0.05,1.1088192540246893,0.1,0.9987131678234751,0.01,300,0.11030337272589705,0.01
87,1,1.3445510366122921,0.1,15,0.17575588112899873,0.05,0.8288585863247954,0.1,0.993960423494618,0.01,300,0.0847030914702053,0.01
88,0,2.9931555455837398,1.0,10,0.5220876986691757,0.2,1.2702244252088575,0.5,0.450506617729548,0.1,300,0.837016350831941,0.3
89,0,1.8340162272148253,1.0,10,0.33830550074679433,0.2,1.8627672561484077,0.5,0.35786880658109876,0.1,300,0.552623682469897,0.3
90,0,1.0069245971341034,1.0,10,0.36931945292708757,0.2,2.0272898475714483,0.5,0.37866497063137633,0.1,300,0.7797080870514167,0.3
91,0,1.643717116949509,1.0,10,0.4125108420053225,0.2,1.1322036081619464,0.5,0.44206193456162207,0.1,300,0.7663487237244485,0.3
92,1,1.410261370225888,0.1,15,0.17186458964023876,0.05,0.8966288225754322,0.1,1.006630106221879,0.01,300,0.0923730626914397,0.01
93,1,1.6299236906764651,0.1,15,0.20899992022918273,0.05,1.0715019782634239,0.1,1.0013021343926625,0.01,300,0.10898918093785244,0.01
94,1,1.5719283953500576,0.1,15,0.22450843599860515,0.05,0.9793285829345665,0.1,0.9891003033943813,0.01,300,0.07656023496852724,0.01
95,0,1.2025580136265572,1.0,10,0.6475951497519088,0.2,0.5940176435204286,0.5,0.3994601668021847,0.1,300,0.2774447189517003,0.3
96,1,1.664079320147516,0.1,15,0.16375548717604244,0.05,1.0781371462262215,0.1,0.9776820667601827,0.01,300,0.11129772290914577,0.01
97,0,1.3463841863285895,1.0,10,0.7008059865083455,0.2,1.4265409817439725,0.5,0.34394918508192024,0.1,300,0.6606807282033424,0.3
98,0,1.6990668539288807,1.0,10,0.6201659722080111,0.2,1.8563627340025572,0.5,0.5696555050650263,0.1,300,0.45864320179501333,0.3
99,0,3.1257626639917717,1.0,10,0.4887821978608913,0.2,1.72533306773735,0.5,0.445921186653835,0.1,300,0.10140750781920616,0.3
100,0,2.3974869959988396,1.0,10,0.43312747580328725,0.2,1.733200084269167,0.5,0.41618240404530416,0.1,300,0.774547105086051,0.3
101,1,1.5938161960375683,0.1,15,0.29241613168002123,0.05,0.885629522570527,0.1,1.0080893693077264,0.01,300,0.11200599154216245,0.01
102,1,1.435142697143671,0.1,15,0.18478444420699172,0.05,1.138074655982336,0.1,1.0023847541196351,0.01,300,0.09523138311318946,0.01
103,0,3.0754322861325316,1.0,10,0.8114464298307567,0.2,1.32599627631264,0.5,0.5500255243695431,0.1,300,1.2366129158841304,0.3
104,1,1.5934708610673212,0.1,15,0.10221498791223298,0.05,0.9528437498973682,0.1,0.9835992331940856,0.01,300,0.11960675196684101,0.01
105,1,1.5264786283840612,0.1,15,0.21926838590146902,0.05,0.9539233425363361,0.1,0.9903531667901989,0.01,300,0.09089751600175679,0.01
106,1,1.4765706059733135,0.1,15,0.26121192277864386,0.05,0.8996378012758437,0.1,0.9949150227289405,0.01,300,0.09252444914660368,0.01
107,1,1.66299261949323,0.1,15,0.1843665394547114,0.05,1.1049314487168518,0.1,1.0200316077757376,0.01,300,0.09028777735243354,0.01
108,0,1.7498085076799175,1.0,10,0.7641041252249257,0.2,2.8603190066115896,0.5,0.620422594180396,0.1,300,0.7580117674387172,0.3
109,1,1.5045180069795712,0.1,15,0.23395361797366956,0.05,1.0431028369748852,0.1,0.9975830156195191,0.01,300,0.09427238839937672,0.01
110,1,1.5269238628628745,0.1,15,0.2671666186534427,0.05,1.237361341821314,0.1,1.0025561770531386,0.01,300,0.11415666476474809,0.01
111,1,1.4287963081918822,0.1,15,0.22168952407193665,0.05,0.9577803109262802,0.1,0.9968685162528005,0.01,300,0.08763148901876998,0.01
112,1,1.5147610975391406,0.1,15,0.08575069263116888,0.05,0.9932260112188596,0.1,1.0054029524739891,0.01,300,0.0859266273755829,0.01
113,0,3.1838592304327813,1.0,10,0.016717785366270166,0.2,2.105910757312359,0.5,0.4482541740698936,0.1,300,0.6384532626653832,0.3
114,1,1.5964188581575005,0.1,15,0.20471977464787525,0.05,1.0431315930039848,0.1,1.0149092673019282,0.01,300,0.10098353844263334,0.01
115,0,-1.383567810824244,1.0,10,0.3219825362392933,0.2,1.3558152736502869,0.5,0.5323621200572921,0.1,300,0.45927342757548667,0.3
116,1,1.6405072450254021,0.1,15,0.2273637897277496,0.05,0.9147145345525325,0.1,0.9871341478125119,0.01,300,0.10790552927584508,0.01
117,0,2.216039198439532,1.0,10,0.2867517867718635,0.2,2.0852715172725826,0.5,0.2943893989907271,0.1,300,0.5498072046964861,0.3
118,0,2.906338272997271,1.0,10,0.5349407734771315,0.2,1.8513984978506755,0.5,0.5421996967006837,0.1,300,1.1255485745818707,0.3
119,1,1.4334826835237364,0.1,15,0.16393833850994782,0.05,0.9975155879050503,0.1,1.0254706398986388,0.01,300,0.08610374312284923,0.01
120,0,3.267926762385023,1.0,10,0.5716814531383171,0.2,1.5657013470275205,0.5,0.27196347750299654,0.1,300,0.5183802746729063,0.3
121,1,1.713799930134784,0.1,15,0.25023096609168105,0.05,0.823599581714421,0.1,1.0017898004713335,0.01,300,0.10544646764917064,0.01
122,1,1.4790124818449404,0.1,15,0.19759933987851974,0.05,0.871506174204256,0.1,1.0136336545219042,0.01,300,0.08506540377815684,0.01
123,1,1.4873467225902912,0.1,15,0.23274376815650655,0.05,1.0657362338009329,0.1,0.9988463547251519,0.01,300,0.08964117740725643,0.01
124,1,1.6217498226707403,0.1,15,0.1605581637332755,0.05,0.9045048116920485,0.1,0.9980334131249948,0.01,300,0.10234366325914757,0.01
125,1,1.4136248481899085,0.1,15,0.30188375521605887,0.05,0.8748454404360619,0.1,0.982420775308287,0.01,300,0.09729716128206098,0.01
126,0,1.018789358832517,1.0,10,0.28203425937075677,0.2,1.197987910777518,0.5,0.353991289893654,0.1,300,1.0990355887900678,0.3
127,1,1.4507523793619268,0.1,15,0.15535138180633826,0.05,1.0369690637782296,0.1,1.003024311212859,0.01,300,0.10287761036802787,0.01
128,1,1.4539571939622458,0.1,15,0.15795282316012743,0.05,1.0651495415594046,0.1,0.9851248571621984,0.01,300,0.08373265667015617,0.01
129,0,0.8186985908355082,1.0,10,0.5656906234058495,0.2,1.114586646964781,0.5,0.6008761364905368,0.1,300,1.1532256425945473,0.3
130,1,1.2703007426225907,0.1,15,0.17383336490206167,0.05,0.7774241590992089,0.1,0.9998395420293252,0.01,300,0.10214990329860903,0.01
131,1,1.5073671228212404,0.1,15,0.25084406420813893,0.05,1.029361475032673,0.1,1.0035970694952998,0.01,300,0.0956858284031328,0.01
132,1,1.6898047199806006,0.1,15,0.18188715512216705,0.05,1.028922896183524,0.1,1.0173896964722524,0.01,300,0.09869896487700762,0.01
133,1,1.5252513399110261,0.1,15,0.23616207423783278,0.05,0.8894077468837027,0.1,1.000532410810077,0.01,300,0.08803197767501846,0.01
134,1,1.3768253328728517,0.1,15,0.2105566521147299,0.05,0.8574073457963124,0.1,0.9933333627987079,0.01,300,0.10012016735701844,0.01
135,1,1.4177291038043178,0.1,15,0.12262922940304988,0.05,1.134489892053211,0.1,0.996747239423848,0.01,300,0.1028798067264053,0.01
136,0,2.0942614423580905,1.0,10,0.7494082496499636,0.2,1.8894602619402217,0.5,0.6750078589791836,0.1,300,1.100064033008763,0.3
137,1,1.505843876188418,0.1,15,0.2509624317050542,0.05,0.9848323853391032,0.1,1.0246336453925244,0.01,300,0.10307296071334805,0.01
138,0,1.9396429697907807,1.0,10,0.6078124458532133,0.2,1.0775808623745566,0.5,0.3649691298709678,0.1,300,0.9288705287762364,0.3
139,0,0.5999155147228217,1.0,10,0.7086668095810509,0.2,1.5061370821859883,0.5,0.6104416081844373,0.1,300,0.8647641459864756,0.3
140,1,1.4062856627000024,0.1,15,0.2542373787212963,0.05,0.9933502282247236,0.1,0.9944576046811047,0.01,300,0.1003390544106323,0.01
141,1,1.4269652529827546,0.1,15,0.20874634695319633,0.05,0.8810644141473527,0.1,0.9958394211351207,0.01,300,0.10269645289253079,0.01
142,1,1.4527485652205578,0.1,15,0.3045819480630302,0.05,0.999679523242458,0.1,0.9901953887238708,0.01,300,0.1008203639636516,0.01
143,0,2.237798579095761,1.0,10,0.4450390415865937,0.2,1.9732305634712073,0.5,0.604391148014134,0.1,300,0.9444332287328525,0.3
144,0,2.688672602210949,1.0,10,0.5543547509121878,0.2,1.3136682590018538,0.5,0.611918905360372,0.1,300,1.141071984998052,0.3
145,0,0.18412229912659472,1.0,10,0.32563463573472595,0.2,0.6450921028044195,0.5,0.6154101578286552,0.1,300,0.32780849960831393,0.3
146,0,1.436213217288231,1.0,10,0.7234515481176045,0.2,1.0548165673989216,0.5,0.5197437505575007,0.1,300,0.8389137313757524,0.3
147,0,0.7633920131810852,1.0,10,0.39199739920142257,0.2,1.9218018926140892,0.5,0.42663213714923265,0.1,300,0.6259925163793236,0.3
148,0,0.6456424258922715,1.0,10,0.48530875075209146,0.2,3.0206380088289455,0.5,0.6497513815652767,0.1,300,0.9344528866594362,0.3
149,1,1.5564461999949175,0.1,15,0.16087725261301497,0.05,1.072047403762277,0.1,0.9819767975736088,0.01,300,0.09220947508174113,0.01
150,0,2.4963381602662524,1.0,10,0.391076083937969,0.2,1.3387761009875816,0.5,0.6020055453254596,0.1,300,0.8505467709513104,0.3
151,0,0.7647746307422385,1.0,10,0.23472644180726604,0.2,1.7643176394220226,0.5,0.5490754981356578,0.1,300,0.838953019721666,0.3
152,0,1.0438701134811619,1.0,10,0.1857946442094615,0.2,1.3434030058519508,0.5,0.31837475839992546,0.1,300,0.6870353180584612,0.3
153,0,1.6983915523833435,1.0,10,0.5576684392716525,0.2,1.2587133466936586,0.5,0.5044695386530182,0.1,300,0.5842143102613864,0.3
154,1,1.472559269489753,0.1,15,0.23799591470947606,0.05,0.9213689385539807,0.1,0.9979274248158718,0.01,300,0.10477342663747828,0.01
155,0,1.3835339670574966,1.0,10,0.686488420184708,0.2,1.6548254872765809,0.5,0.46385042152269956,0.1,300,0.8127178713600707,0.3
156,1,1.5170102924057784,0.1,15,0.1741305348169018,0.05,1.0320576541023567,0.1,0.9943360837881176,0.01,300,0.0909636077494646,0.01
157,0,2.8219782781189835,1.0,10,0.5518501412187653,0.2,1.1781895200731403,0.5,0.499108416922576,0.1,300,1.2631526154840504,0.3
158,1,1.4771968361469137,0.1,15,0.07506310277961431,0.05,1.1111737155988872,0.1,1.0123101179516598,0.01,300,0.09270438659415599,0.01
159,1,1.469193851325012,0.1,15,0.16696839110302394,0.05,1.2155888470351153,0.1,0.9957092917131998,0.01,300,0.10463554874670791,0.01
160,0,2.7810188890427825,1.0,10,0.43764144715094166,0.2,2.2790101212015164,0.5,0.4361870864172155,0.1,300,0.7466704945442874,0.3
161,0,3.4134987137787762,1.0,10,0.7145962533291285,0.2,2.1971471797081596,0.5,0.3468681253635959,0.1,300,0.6528588148311529,0.3
162,0,1.8256580515119905,1.0,10,0.5861180526147507,0.2,2.8015116326284293,0.5,0.48240939951229395,0.1,300,0.44912093402222697,0.3
163,1,1.578694388949034,0.1,15,0.20496370543271752,0.05,0.9507364867211031,0.1,1.0003864097733062,0.01,300,0.09998629873105631,0.01
164,1,1.5246521889718792,0.1,15,0.16812200716629747,0.05,0.9713070311093608,0.1,1.0090523265915432,0.01,300,0.11569265865965533,0.01
165,1,1.6595509465053104,0.1,15,0.17320287458849018,0.05,1.0125046772315232,0.1,1.002188298760461,0.01,300,0.0936972812554503,0.01
166,1,1.6445162534098345,0.1,15,0.17367447351644041,0.05,1.0604883582057625,0.1,0.9952910401533748,0.01,300,0.08047151919370518,0.01
167,1,1.5987818173414967,0.1,15,0.2501957912262384,0.05,0.9900933215924375,0.1,0.990841771062358,0.01,300,0.10651610769056324,0.01
168,1,1.313175442019021,0.1,15,0.19987560400520687,0.05,0.9589730477531792,0.1,0.9897181508981869,0.01,300,0.09056025769506043,0.01
169,0,2.098123469506721,1.0,10,0.4681909582656705,0.2,2.2273002353110605,0.5,0.6518867698391352,0.1,300,0.7310887799816994,0.3
170,1,1.5272153689375636,0.1,15,0.15153876620626405,0.05,1.0317569777820979,0.1,0.9766527078809201,0.01,300,0.10645377908287496,0.01
171,1,1.4422635219475446,0.1,15,0.24072109983284,0.05,0.9772111634769907,0.1,0.997872167360426,0.01,300,0.1115682348392443,0.01
172,0,2.4693816666507566,1.0,10,0.6764632638572423,0.2,0.8991291441771472,0.5,0.2721746587813134,0.1,300,0.7346553736274655,0.3
173,1,1.4851620876932436,0.1,15,0.18961910947307256,0.05,1.0452518568783224,0.1,0.9919978828382087,0.01,300,0.09971381346181758,0.01
174,0,3.5165895452578364,1.0,10,0.28097574071073783,0.2,0.21863927506051706,0.5,0.4162475728094909,0.1,300,1.049433374194417,0.3
175,0,0.8340069728348873,1.0,10,0.5820194550355101,0.2,1.6752861601219822,0.5,0.4432308265022541,0.1,300,0.8973661844801549,0.3
176,0,1.8255135155064783,1.0,10,0.5008872790180368,0.2,2.0049453187874438,0.5,0.39940515907086366,0.1,300,0.8533211766708448,0.3
177,1,1.442615900913064,0.1,15,0.20787382577141506,0.05,1.051504052599756,0.1,1.0105350962213608,0.01,300,0.10580491452268963,0.01
178,1,1.7231597638925766,0.1,15,0.17240966817592424,0.05,0.9718688546708938,0.1,1.0018381863365957,0.01,300,0.10349183546336593,0.01
179,0,2.8783927014095276,1.0,10,0.5381068704721609,0.2,0.9727040376847379,0.5,0.49908798521671216,0.1,300,0.605965673530745,0.3
180,0,1.5261194793232025,1.0,10,0.4313496981176918,0.2,1.0733453706319636,0.5,0.5823169512820008,0.1,300,0.7854054495053729,0.3
181,1,1.5359494991506704,0.1,15,0.2822874281406232,0.05,1.0371333812260204,0.1,0.9938952431381719,0.01,300,0.10173395399999245,0.01
182,1,1.4639410918198632,0.1,15,0.15598970258481376,0.05,1.0114216000312304,0.1,0.997674025705234,0.01,300,0.1104885098803247,0.01
183,1,1.4626987904339572,0.1,15,0.16544153146778728,0.05,1.0582470582424686,0.1,1.0165636749908142,0.01,300,0.10051313501650334,0.01
184,1,1.523945802255511,0.1,15,0.2631940528624678,0.05,0.9839071076498003,0.1,1.0028318236577003,0.01,300,0.10456566800809121,0.01
185,1,1.6373398690180985,0.1,15,0.20944969814921663,0.05,0.9287783472993615,0.1,0.9925970463396787,0.01,300,0.10261483542512377,0.01
186,0,2.7082525288598926,1.0,10,0.5531761295993065,0.2,1.1238107178447725,0.5,0.39860859960174727,0.1,300,0.4423145677526194,0.3
187,1,1.4607667902412984,0.1,15,0.21838391410529182,0.05,1.0435606906370145,0.1,0.999493699186207,0.01,300,0.10028306051875259,0.01
188,1,1.5084615285048921,0.1,15,0.2689755345209495,0.05,1.097722482628208,0.1,1.005187493307949,0.01,300,0.08368266303381024,0.01
189,1,1.4197935210971304,0.1,15,0.16890667738613832,0.05,0.9694577401933098,0.1,0.994144215122834,0.01,300,0.10230816038017368,0.01
